seed,agent,global_step,task_id,belief_top_task,belief_top_prob,belief_correct
0,explicit_state,375,1,1,0.9646936808303421,1
0,explicit_state,376,1,1,0.9646936819450509,1
0,explicit_state,377,1,1,0.9646936823268396,1
0,explicit_state,378,1,1,0.9646936824576026,1
0,explicit_state,379,1,1,0.964693682502389,1
0,explicit_state,380,1,1,0.6314467913641938,1
0,explicit_state,381,1,1,0.8351960573337424,1
0,explicit_state,382,1,1,0.3625978578443045,1
0,explicit_state,383,1,1,0.6843725851423786,1
0,explicit_state,384,1,1,0.8584651884050083,1
0,explicit_state,385,1,1,0.9270842843271441,1
0,explicit_state,386,1,1,0.9516681069353666,1
0,explicit_state,387,1,1,0.9602154693237763,1
0,explicit_state,388,1,1,0.6158316906828863,1
0,explicit_state,389,1,1,0.828052465243824,1
0,explicit_state,390,1,1,0.3540135460955429,1
0,explicit_state,391,1,1,0.6781231858235287,1
0,explicit_state,392,1,1,0.8557880788677109,1
0,explicit_state,393,1,1,0.926101529595006,1
0,explicit_state,394,1,1,0.9513237388937054,1
0,explicit_state,395,1,1,0.9600966099602533,1
0,explicit_state,396,1,1,0.9631170862015833,1
0,explicit_state,397,1,1,0.9641534511350662,1
0,explicit_state,398,1,1,0.9645086239693221,1
0,explicit_state,399,1,1,0.9646302964255159,1
0,explicit_state,400,1,1,0.964671972333966,1
0,explicit_state,401,1,1,0.9646862467194268,1
0,explicit_state,402,1,1,0.9646911357500705,1
0,explicit_state,403,1,1,0.9646928102521811,1
0,explicit_state,404,1,1,0.9646933837711906,1
0,explicit_state,405,1,1,0.9646935802020217,1
0,explicit_state,406,1,1,0.9646936474797617,1
0,explicit_state,407,1,1,0.9646936705224477,1
0,explicit_state,408,1,1,0.6314467485209819,1
0,explicit_state,409,1,1,0.8351960379188877,1
0,explicit_state,410,1,1,0.9184776707509514,1
0,explicit_state,411,1,1,0.9486450445152693,1
0,explicit_state,412,1,1,0.9591712234479077,1
0,explicit_state,413,1,1,0.9627992097896956,1
0,explicit_state,414,1,1,0.9640444689940646,1
0,explicit_state,415,1,1,0.9644712846810427,1
0,explicit_state,416,1,1,0.9646175061838439,1
0,explicit_state,417,1,1,0.9646675914886854,1
0,explicit_state,418,1,1,0.9646847462553911,1
0,explicit_state,419,1,1,0.9646906218373943,1
0,explicit_state,420,1,1,0.9646926342363533,1
0,explicit_state,421,1,1,0.9646933234855816,1
0,explicit_state,422,1,1,0.9646935595541437,1
0,explicit_state,423,1,1,0.9646936404078448,1
0,explicit_state,424,1,1,0.9646936681003099,1
0,explicit_state,425,1,1,0.6314467398588233,1
0,explicit_state,426,1,1,0.8351960339935388,1
0,explicit_state,427,1,1,0.9184776692865116,1
0,explicit_state,428,1,1,0.9486450439994921,1
0,explicit_state,429,1,1,0.9591712232695847,1
0,explicit_state,430,1,1,0.9627992097284239,1
0,explicit_state,431,1,1,0.9640444689730561,1
0,explicit_state,432,1,1,0.9644712846738446,1
0,explicit_state,433,1,1,0.9646175061813782,1
0,explicit_state,434,1,1,0.964667591487841,1
0,explicit_state,435,1,1,0.9646847462551019,1
0,explicit_state,436,1,1,0.964690621837295,1
0,explicit_state,437,1,1,0.9646926342363193,1
0,explicit_state,438,1,1,0.9646933234855699,1
0,explicit_state,439,1,1,0.9646935595541397,1
0,explicit_state,440,1,1,0.9646936404078434,1
0,explicit_state,441,1,1,0.9646936681003094,1
0,explicit_state,442,1,1,0.9646936775850035,1
0,explicit_state,443,1,1,0.9646936808335196,1
0,explicit_state,444,1,1,0.9646936819461391,1
0,explicit_state,445,1,1,0.9646936823272123,1
0,explicit_state,446,1,1,0.9646936824577301,1
0,explicit_state,447,1,1,0.9646936825024327,1
0,explicit_state,448,1,1,0.9646936825177433,1
0,explicit_state,449,1,1,0.9646936825229873,1
0,explicit_state,450,1,1,0.9646936825247834,1
0,explicit_state,451,1,1,0.6314467914442814,1
0,explicit_state,452,1,1,0.835196057370035,1
0,explicit_state,453,1,1,0.36259785788885496,1
0,explicit_state,454,1,1,0.6843725851744712,1
0,explicit_state,455,1,1,0.8584651884187106,1
0,explicit_state,456,1,1,0.9270842843321694,1
0,explicit_state,457,1,1,0.951668106937127,1
0,explicit_state,458,1,1,0.9602154693243838,1
0,explicit_state,459,1,1,0.9631579027721855,1
0,explicit_state,460,1,1,0.9641674434150288,1
0,explicit_state,461,1,1,0.9645134178119377,1
0,explicit_state,462,1,1,0.9646319384937869,1
0,explicit_state,463,1,1,0.9646725347640814,1
0,explicit_state,464,1,1,0.9646864393546157,1
0,explicit_state,465,1,1,0.9646912017280712,1
0,explicit_state,466,1,1,0.9646928328497371,1
0,explicit_state,467,1,1,0.6314437528122696,1
0,explicit_state,468,1,1,0.8351946803793238,1
0,explicit_state,469,1,1,0.36259616758751284,1
0,explicit_state,470,1,0,0.44865465682248756,0
0,explicit_state,471,1,2,0.6729532694382734,0
0,explicit_state,472,1,1,0.45172610782511696,1
0,explicit_state,473,1,1,0.7425700003318235,1
0,explicit_state,474,1,1,0.8825963925658815,1
0,explicit_state,475,1,1,0.9358593228605655,1
0,explicit_state,476,1,1,0.9547337112687103,1
0,explicit_state,477,1,1,0.9612725041064937,1
0,explicit_state,478,1,1,0.9635207668174381,1
0,explicit_state,479,1,1,0.9642918218894952,1
0,compiled_memory,0,0,0,0.75,1
0,compiled_memory,1,0,0,0.9473684210526316,1
0,compiled_memory,2,0,0,0.9908256880733946,1
0,compiled_memory,3,0,0,0.9984591679506934,1
0,compiled_memory,4,0,0,0.999742864489586,1
0,compiled_memory,5,0,0,0.9999571348964809,1
0,compiled_memory,6,0,0,0.9999928555608741,1
0,compiled_memory,7,0,0,0.9999988092530564,1
0,compiled_memory,8,0,0,0.9999998015419791,1
0,compiled_memory,9,0,0,0.9999999669236577,1
0,compiled_memory,10,0,0,0.7805493845468764,1
0,compiled_memory,11,0,0,0.9552392528287529,1
0,compiled_memory,12,0,0,0.9922508264739716,1
0,compiled_memory,13,0,0,0.9987000766358961,1
0,compiled_memory,14,0,0,0.9997831111569205,1
